OrderID,OrderDate,CustomerID,CustomerSegment,Product,Category,Region,Quantity,UnitPrice,UnitCost,Revenue,Profit
1021,2024-01-13,CUST0001,SMB,Keyboard,Electronics,North,5,104.04,45.77,520.2,291.35
1022,2024-01-13,CUST0072,Retail,Desk Lamp,Furniture,South,2,63.91,24.53,127.82,78.76
1023,2024-01-13,CUST0070,SMB,USB-C Hub,Electronics,North,1,47.08,17.51,47.08,29.57
1024,2024-01-13,CUST0068,Enterprise,Notebook Pack,Stationery,West,1,14.63,3.9,14.63,10.73
1025,2024-01-14,CUST0031,Retail,Laptop Pro,Electronics,North,2,1354.09,803.34,2708.18,1101.5
1026,2024-01-14,CUST0011,Enterprise,Notebook Pack,Stationery,North,2,13.94,4.01,27.88,19.86
1027,2024-01-15,CUST0031,Retail,USB-C Hub,Electronics,East,1,45.91,18.16,45.91,27.75
1028,2024-01-15,CUST0010,Enterprise,Desk Lamp,Furniture,West,1,65.05,25.09,65.05,39.96
1029,2024-01-15,CUST0065,Retail,Wireless Mouse,Electronics,South,1,35.41,12.27,35.41,23.14
1030,2024-01-16,CUST0070,SMB,Standing Desk,Furniture,North,3,648.69,308.77,1946.07,1019.76
1031,2024-01-16,CUST0071,Enterprise,Pen Set,Stationery,North,1,10.06,3.08,10.06,6.98
1032,2024-01-17,CUST0071,Enterprise,USB-C Hub,Electronics,West,1,46.87,17.69,46.87,29.18
1033,2024-01-17,CUST0034,Retail,Office Chair,Furniture,East,2,380.11,184.41,760.22,391.4
1034,2024-01-18,CUST0036,SMB,Wireless Mouse,Electronics,South,1,32.75,11.73,32.75,21.02
1035,2024-01-19,CUST0055,SMB,Wireless Mouse,Electronics,South,2,31.77,12.32,63.54,38.9
1036,2024-01-19,CUST0005,Retail,Pen Set,Stationery,North,3,9.96,2.94,29.88,21.06
1037,2024-01-19,CUST0006,SMB,Wireless Mouse,Electronics,South,4,32.21,11.82,128.84,81.56
1038,2024-01-20,CUST0053,SMB,Office Chair,Furniture,East,5,405.96,184.6,2029.8,1106.8
1039,2024-01-21,CUST0023,SMB,Keyboard,Electronics,West,4,100.63,45.64,402.52,219.96
1040,2024-01-21,CUST0032,Retail,Office Chair,Furniture,West,1,407.92,175.77,407.92,232.15
1041,2024-01-22,CUST0059,Enterprise,Keyboard,Electronics,North,1,111.91,46.0,111.91,65.91
1042,2024-01-23,CUST0043,Enterprise,Laptop Pro,Electronics,North,1,1206.8,813.12,1206.8,393.68
1043,2024-01-23,CUST0069,SMB,Office Chair,Furniture,South,1,368.51,184.07,368.51,184.44
1044,2024-01-24,CUST0034,Retail,Wireless Mouse,Electronics,West,1,33.92,11.89,33.92,22.03
1045,2024-01-24,CUST0066,Retail,"Monitor 27""",Electronics,South,1,444.85,215.91,444.85,228.94
1046,2024-01-24,CUST0067,Enterprise,Laptop Pro,Electronics,South,4,1286.01,810.53,5144.04,1901.92
1047,2024-01-25,CUST0043,Enterprise,Standing Desk,Furniture,North,2,653.05,293.24,1306.1,719.62
1048,2024-01-25,CUST0053,SMB,Keyboard,Electronics,South,1,110.16,45.15,110.16,65.01
1049,2024-01-26,CUST0023,SMB,Desk Lamp,Furniture,West,2,62.34,25.07,124.68,74.54
1050,2024-01-26,CUST0056,SMB,Laptop Pro,Electronics,North,3,1297.53,791.47,3892.59,1518.18
1051,2024-01-27,CUST0061,Retail,Desk Lamp,Furniture,North,3,67.91,25.35,203.73,127.68
1052,2024-01-27,CUST0080,Enterprise,Pen Set,Stationery,North,1,10.26,3.05,10.26,7.21
1053,2024-01-27,CUST0026,SMB,Pen Set,Stationery,North,1,9.26,3.09,9.26,6.17
1054,2024-01-27,CUST0059,Enterprise,Pen Set,Stationery,East,2,10.02,2.94,20.04,14.16
1055,2024-01-28,CUST0001,SMB,Notebook Pack,Stationery,North,4,14.45,4.09,57.8,41.44
1056,2024-01-28,CUST0067,Enterprise,Whiteboard,Stationery,North,2,88.33,41.0,176.66,94.66
1057,2024-01-28,CUST0060,SMB,Wireless Mouse,Electronics,North,2,35.65,12.07,71.3,47.16
1058,2024-01-28,CUST0079,SMB,Headset,Electronics,West,3,133.64,54.76,400.92,236.64
1059,2024-01-29,CUST0061,Retail,Keyboard,Electronics,East,2,110.93,45.92,221.86,130.02
1060,2024-01-29,CUST0063,SMB,USB-C Hub,Electronics,East,2,46.83,17.54,93.66,58.58
1061,2024-01-29,CUST0041,Retail,USB-C Hub,Electronics,North,4,45.59,17.62,182.36,111.88
1062,2024-01-29,CUST0028,Enterprise,Standing Desk,Furniture,North,1,631.47,300.77,631.47,330.7
1063,2024-01-30,CUST0050,SMB,Laptop Pro,Electronics,West,4,1293.71,809.39,5174.84,1937.28
1064,2024-01-30,CUST0049,SMB,Keyboard,Electronics,East,2,113.64,44.46,227.28,138.36
1065,2024-01-30,CUST0054,Retail,Desk Lamp,Furniture,West,2,66.01,25.45,132.02,81.12
1066,2024-01-30,CUST0035,SMB,Keyboard,Electronics,South,2,100.69,44.56,201.38,112.26
1067,2024-01-31,CUST0017,Enterprise,Pen Set,Stationery,West,5,9.89,3.07,49.45,34.1
1068,2024-01-31,CUST0011,Enterprise,Notebook Pack,Stationery,East,2,13.13,3.99,26.26,18.28
1069,2024-01-31,CUST0028,Enterprise,Laptop Pro,Electronics,South,2,1252.07,818.22,2504.14,867.7
1070,2024-01-31,CUST0054,Retail,USB-C Hub,Electronics,West,1,45.6,17.48,45.6,28.12
1071,2024-02-01,CUST0009,SMB,Headset,Electronics,South,3,129.61,55.84,388.83,221.31
1072,2024-02-02,CUST0020,Enterprise,USB-C Hub,Electronics,North,1,48.1,17.58,48.1,30.52
1073,2024-02-02,CUST0033,SMB,Headset,Electronics,South,3,121.49,55.35,364.47,198.42
1074,2024-02-03,CUST0040,SMB,Whiteboard,Stationery,North,1,82.18,39.55,82.18,42.63
1075,2024-02-04,CUST0010,Enterprise,Desk Lamp,Furniture,East,2,66.82,24.61,133.64,84.42
1076,2024-02-04,CUST0077,Retail,Pen Set,Stationery,South,3,10.24,3.01,30.72,21.69
1077,2024-02-04,CUST0048,SMB,Laptop Pro,Electronics,South,1,1304.43,776.61,1304.43,527.82
1078,2024-02-04,CUST0056,SMB,Desk Lamp,Furniture,South,5,65.17,25.49,325.85,198.4
1079,2024-02-05,CUST0035,SMB,Desk Lamp,Furniture,East,2,67.57,25.41,135.14,84.32
1080,2024-02-05,CUST0076,SMB,Desk Lamp,Furniture,East,1,67.0,25.5,67.0,41.5
1081,2024-02-06,CUST0060,SMB,USB-C Hub,Electronics,South,2,49.34,17.82,98.68,63.04
1082,2024-02-07,CUST0028,Enterprise,Keyboard,Electronics,North,1,103.94,44.41,103.94,59.53
1083,2024-02-07,CUST0072,Retail,Notebook Pack,Stationery,West,1,14.61,3.9,14.61,10.71
1084,2024-02-07,CUST0031,Retail,Pen Set,Stationery,South,2,10.04,3.0,20.08,14.08
1085,2024-02-07,CUST0029,Retail,"Monitor 27""",Electronics,North,2,408.25,222.16,816.5,372.18
1086,2024-02-08,CUST0055,SMB,Notebook Pack,Stationery,South,5,13.88,3.96,69.4,49.6
1087,2024-02-08,CUST0030,SMB,Desk Lamp,Furniture,South,1,61.43,24.43,61.43,37.0
1088,2024-02-08,CUST0024,Enterprise,Notebook Pack,Stationery,East,1,14.22,3.95,14.22,10.27
1089,2024-02-09,CUST0038,SMB,Headset,Electronics,West,1,121.69,53.4,121.69,68.29
1090,2024-02-09,CUST0007,Retail,Notebook Pack,Stationery,North,2,14.15,3.91,28.3,20.48
1091,2024-02-09,CUST0002,Enterprise,Keyboard,Electronics,South,2,106.93,44.84,213.86,124.18
1092,2024-02-10,CUST0062,SMB,Headset,Electronics,North,1,119.78,54.97,119.78,64.81
1093,2024-02-10,CUST0020,Enterprise,Notebook Pack,Stationery,East,1,13.9,3.95,13.9,9.95
1094,2024-02-11,CUST0078,SMB,Wireless Mouse,Electronics,East,2,34.01,12.2,68.02,43.62
1095,2024-02-11,CUST0039,Retail,Standing Desk,Furniture,West,4,680.61,296.5,2722.44,1536.44
1096,2024-02-12,CUST0027,Enterprise,Notebook Pack,Stationery,East,2,13.36,3.9,26.72,18.92
1097,2024-02-13,CUST0001,SMB,Wireless Mouse,Electronics,North,2,34.33,11.98,68.66,44.7
1098,2024-02-13,CUST0037,Retail,Laptop Pro,Electronics,North,3,1271.75,808.99,3815.25,1388.28
1099,2024-02-14,CUST0026,SMB,"Monitor 27""",Electronics,East,2,425.05,221.95,850.1,406.2
1100,2024-02-14,CUST0010,Enterprise,Keyboard,Electronics,East,1,111.51,45.26,111.51,66.25
1101,2024-02-14,CUST0057,Enterprise,"Monitor 27""",Electronics,West,1,433.09,222.64,433.09,210.45
1102,2024-02-15,CUST0011,Enterprise,Notebook Pack,Stationery,South,2,14.5,4.06,29.0,20.88
1103,2024-02-15,CUST0030,SMB,Notebook Pack,Stationery,North,5,14.4,4.02,72.0,51.9
1104,2024-02-15,CUST0035,SMB,Headset,Electronics,West,2,131.48,53.93,262.96,155.1
1105,2024-02-16,CUST0075,SMB,Keyboard,Electronics,North,2,111.82,46.27,223.64,131.1
1106,2024-02-16,CUST0042,Enterprise,Desk Lamp,Furniture,South,2,67.05,24.74,134.1,84.62
1107,2024-02-16,CUST0052,Enterprise,Pen Set,Stationery,North,3,9.92,2.99,29.76,20.79
1108,2024-02-16,CUST0052,Enterprise,Office Chair,Furniture,South,4,409.87,174.61,1639.48,941.04
1109,2024-02-17,CUST0047,Enterprise,Desk Lamp,Furniture,North,2,64.01,24.91,128.02,78.2
1110,2024-02-17,CUST0017,Enterprise,Laptop Pro,Electronics,North,4,1269.06,809.52,5076.24,1838.16
1111,2024-02-17,CUST0078,SMB,Wireless Mouse,Electronics,West,3,34.42,11.86,103.26,67.68
1112,2024-02-17,CUST0029,Retail,Laptop Pro,Electronics,South,5,1349.25,798.15,6746.25,2755.5
1113,2024-02-18,CUST0038,SMB,Pen Set,Stationery,North,2,9.56,3.06,19.12,13.0
1114,2024-02-19,CUST0050,SMB,USB-C Hub,Electronics,East,1,48.9,18.27,48.9,30.63
1115,2024-02-19,CUST0054,Retail,Wireless Mouse,Electronics,North,1,34.76,11.83,34.76,22.93
1116,2024-02-19,CUST0076,SMB,Laptop Pro,Electronics,East,2,1306.52,817.53,2613.04,977.98
1117,2024-02-19,CUST0043,Enterprise,Desk Lamp,Furniture,South,2,64.39,24.93,128.78,78.92
1118,2024-02-20,CUST0031,Retail,Keyboard,Electronics,West,2,103.59,45.74,207.18,115.7
1119,2024-02-20,CUST0049,SMB,Laptop Pro,Electronics,East,1,1307.16,815.4,1307.16,491.76
1120,2024-02-20,CUST0005,Retail,Headset,Electronics,South,1,134.87,54.45,134.87,80.42
1121,2024-02-21,CUST0068,Enterprise,Keyboard,Electronics,South,4,100.5,44.04,402.0,225.84
1122,2024-02-22,CUST0034,Retail,Wireless Mouse,Electronics,East,1,34.34,12.11,34.34,22.23
1123,2024-02-22,CUST0069,SMB,Keyboard,Electronics,West,1,104.77,45.59,104.77,59.18
1124,2024-02-23,CUST0009,SMB,Keyboard,Electronics,North,1,109.98,44.43,109.98,65.55
1125,2024-02-23,CUST0013,Enterprise,USB-C Hub,Electronics,North,3,49.56,17.57,148.68,95.97
1126,2024-02-23,CUST0004,Enterprise,Wireless Mouse,Electronics,North,1,34.8,11.85,34.8,22.95
1127,2024-02-23,CUST0068,Enterprise,Standing Desk,Furniture,North,2,654.6,294.24,1309.2,720.72
1128,2024-02-24,CUST0080,Enterprise,Wireless Mouse,Electronics,West,2,33.48,12.06,66.96,42.84
1129,2024-02-24,CUST0059,Enterprise,USB-C Hub,Electronics,East,1,45.14,18.33,45.14,26.81
1130,2024-02-25,CUST0057,Enterprise,Pen Set,Stationery,North,4,10.48,2.96,41.92,30.08
1131,2024-02-25,CUST0059,Enterprise,Headset,Electronics,East,3,122.02,54.62,366.06,202.2
1132,2024-02-25,CUST0074,SMB,Notebook Pack,Stationery,North,1,13.42,4.05,13.42,9.37
1133,2024-02-26,CUST0036,SMB,Headset,Electronics,East,1,133.19,55.92,133.19,77.27
1134,2024-02-27,CUST0037,Retail,Keyboard,Electronics,East,3,103.54,45.82,310.62,173.16
1135,2024-02-28,CUST0018,SMB,Pen Set,Stationery,East,2,10.37,3.03,20.74,14.68
1136,2024-02-28,CUST0075,SMB,Office Chair,Furniture,South,1,373.9,184.42,373.9,189.48
1137,2024-02-29,CUST0017,Enterprise,Whiteboard,Stationery,North,3,92.02,39.68,276.06,157.02
1138,2024-02-29,CUST0022,SMB,Notebook Pack,Stationery,North,1,14.38,4.0,14.38,10.38
1139,2024-02-29,CUST0044,SMB,"Monitor 27""",Electronics,East,3,420.8,214.39,1262.4,619.23
1140,2024-03-01,CUST0051,SMB,Keyboard,Electronics,East,5,111.68,44.64,558.4,335.2
1141,2024-03-01,CUST0069,SMB,"Monitor 27""",Electronics,North,1,415.24,223.29,415.24,191.95
1142,2024-03-02,CUST0048,SMB,Notebook Pack,Stationery,East,1,13.31,3.89,13.31,9.42
1143,2024-03-02,CUST0079,SMB,Keyboard,Electronics,East,1,101.18,45.87,101.18,55.31
1144,2024-03-02,CUST0053,SMB,Keyboard,Electronics,South,1,100.92,43.75,100.92,57.17
1145,2024-03-03,CUST0069,SMB,Wireless Mouse,Electronics,North,1,33.29,12.12,33.29,21.17
1146,2024-03-03,CUST0054,Retail,Whiteboard,Stationery,West,2,90.29,40.92,180.58,98.74
1147,2024-03-03,CUST0079,SMB,Pen Set,Stationery,West,2,10.44,2.92,20.88,15.04
1148,2024-03-03,CUST0031,Retail,Standing Desk,Furniture,South,4,605.46,303.34,2421.84,1208.48
1149,2024-03-04,CUST0016,SMB,Laptop Pro,Electronics,North,4,1334.26,780.4,5337.04,2215.44
1150,2024-03-04,CUST0003,SMB,USB-C Hub,Electronics,East,1,47.2,18.53,47.2,28.67
1151,2024-03-04,CUST0071,Enterprise,"Monitor 27""",Electronics,North,1,406.72,224.88,406.72,181.84
1152,2024-03-05,CUST0077,Retail,Whiteboard,Stationery,East,1,91.81,39.15,91.81,52.66
1153,2024-03-05,CUST0023,SMB,Wireless Mouse,Electronics,North,1,35.11,11.73,35.11,23.38
1154,2024-03-05,CUST0076,SMB,Standing Desk,Furniture,East,1,611.78,291.94,611.78,319.84
1155,2024-03-06,CUST0061,Retail,Notebook Pack,Stationery,East,2,13.54,4.02,27.08,19.04
1156,2024-03-06,CUST0079,SMB,Desk Lamp,Furniture,North,1,66.42,25.55,66.42,40.87
1157,2024-03-06,CUST0004,Enterprise,Notebook Pack,Stationery,South,1,13.75,3.98,13.75,9.77
1158,2024-03-06,CUST0057,Enterprise,Pen Set,Stationery,South,1,9.31,3.02,9.31,6.29
1159,2024-03-07,CUST0075,SMB,Wireless Mouse,Electronics,East,2,32.72,12.36,65.44,40.72
1160,2024-03-08,CUST0013,Enterprise,Desk Lamp,Furniture,East,3,60.77,25.23,182.31,106.62
1161,2024-03-08,CUST0028,Enterprise,Keyboard,Electronics,East,2,112.86,44.77,225.72,136.18
1162,2024-03-08,CUST0013,Enterprise,"Monitor 27""",Electronics,South,1,412.11,216.76,412.11,195.35
1163,2024-03-09,CUST0012,SMB,Pen Set,Stationery,South,3,9.32,2.93,27.96,19.17
1164,2024-03-09,CUST0072,Retail,Whiteboard,Stationery,East,1,92.95,40.15,92.95,52.8
1165,2024-03-10,CUST0055,SMB,Desk Lamp,Furniture,West,4,65.89,25.7,263.56,160.76
1166,2024-03-11,CUST0028,Enterprise,Office Chair,Furniture,East,1,392.09,183.75,392.09,208.34
1167,2024-03-11,CUST0015,SMB,Office Chair,Furniture,East,3,396.86,183.32,1190.58,640.62
1168,2024-03-11,CUST0080,Enterprise,"Monitor 27""",Electronics,West,2,430.52,213.75,861.04,433.54
1169,2024-03-12,CUST0040,SMB,Laptop Pro,Electronics,North,4,1254.36,784.71,5017.44,1878.6
1170,2024-03-12,CUST0009,SMB,Wireless Mouse,Electronics,East,1,34.08,11.66,34.08,22.42
1171,2024-03-12,CUST0054,Retail,Whiteboard,Stationery,North,2,83.7,39.55,167.4,88.3
1172,2024-03-13,CUST0011,Enterprise,Whiteboard,Stationery,East,4,83.68,40.61,334.72,172.28
1173,2024-03-13,CUST0057,Enterprise,Laptop Pro,Electronics,North,2,1277.09,797.22,2554.18,959.74
1174,2024-03-13,CUST0015,SMB,USB-C Hub,Electronics,East,1,45.79,18.19,45.79,27.6
1175,2024-03-14,CUST0029,Retail,Notebook Pack,Stationery,South,1,13.97,3.88,13.97,10.09
1176,2024-03-14,CUST0018,SMB,Office Chair,Furniture,North,3,382.09,175.9,1146.27,618.57
1177,2024-03-14,CUST0017,Enterprise,Notebook Pack,Stationery,South,1,14.16,4.0,14.16,10.16
1178,2024-03-14,CUST0010,Enterprise,"Monitor 27""",Electronics,East,1,436.06,219.16,436.06,216.9
1179,2024-03-15,CUST0074,SMB,Keyboard,Electronics,West,2,106.01,45.38,212.02,121.26
1180,2024-03-15,CUST0042,Enterprise,USB-C Hub,Electronics,South,1,51.12,17.96,51.12,33.16
1181,2024-03-15,CUST0056,SMB,Pen Set,Stationery,South,3,9.52,3.02,28.56,19.5
1182,2024-03-15,CUST0040,SMB,Notebook Pack,Stationery,South,3,13.28,4.07,39.84,27.63
1183,2024-03-16,CUST0066,Retail,Notebook Pack,Stationery,North,1,14.29,3.96,14.29,10.33
1184,2024-03-17,CUST0026,SMB,USB-C Hub,Electronics,North,1,46.05,18.28,46.05,27.77
1185,2024-03-17,CUST0064,SMB,Wireless Mouse,Electronics,West,2,33.77,12.06,67.54,43.42
1186,2024-03-18,CUST0020,Enterprise,Keyboard,Electronics,East,2,106.92,45.35,213.84,123.14
1187,2024-03-18,CUST0046,Enterprise,"Monitor 27""",Electronics,East,2,411.99,219.37,823.98,385.24
1188,2024-03-18,CUST0010,Enterprise,Laptop Pro,Electronics,West,2,1360.13,780.33,2720.26,1159.6
1189,2024-03-19,CUST0006,SMB,Desk Lamp,Furniture,East,2,66.64,25.23,133.28,82.82
1190,2024-03-19,CUST0020,Enterprise,Office Chair,Furniture,South,5,390.45,183.36,1952.25,1035.45
1191,2024-03-19,CUST0011,Enterprise,"Monitor 27""",Electronics,West,2,404.3,216.67,808.6,375.26
1192,2024-03-19,CUST0067,Enterprise,Desk Lamp,Furniture,South,2,62.87,25.63,125.74,74.48
1193,2024-03-20,CUST0077,Retail,Desk Lamp,Furniture,South,1,65.13,24.75,65.13,40.38
1194,2024-03-20,CUST0050,SMB,Office Chair,Furniture,East,1,404.62,181.69,404.62,222.93
1195,2024-03-20,CUST0043,Enterprise,Keyboard,Electronics,West,1,109.68,46.13,109.68,63.55
1196,2024-03-20,CUST0051,SMB,Office Chair,Furniture,East,1,403.85,175.51,403.85,228.34
1197,2024-03-21,CUST0017,Enterprise,Pen Set,Stationery,South,2,10.28,3.04,20.56,14.48
1198,2024-03-21,CUST0055,SMB,Pen Set,Stationery,South,2,9.22,2.97,18.44,12.5
1199,2024-03-21,CUST0063,SMB,Headset,Electronics,South,1,135.45,53.86,135.45,81.59
1200,2024-03-21,CUST0065,Retail,USB-C Hub,Electronics,East,3,50.4,18.41,151.2,95.97
1201,2024-03-22,CUST0080,Enterprise,Pen Set,Stationery,West,1,9.69,2.94,9.69,6.75
1202,2024-03-23,CUST0047,Enterprise,Pen Set,Stationery,North,2,9.51,2.99,19.02,13.04
1203,2024-03-23,CUST0058,Retail,USB-C Hub,Electronics,East,1,46.6,18.5,46.6,28.1
1204,2024-03-24,CUST0074,SMB,Keyboard,Electronics,North,5,106.82,44.41,534.1,312.05
1205,2024-03-24,CUST0021,Retail,Standing Desk,Furniture,South,3,664.68,293.49,1994.04,1113.57
1206,2024-03-24,CUST0048,SMB,USB-C Hub,Electronics,East,2,45.73,18.37,91.46,54.72
1207,2024-03-24,CUST0021,Retail,Keyboard,Electronics,North,1,113.11,44.05,113.11,69.06
1208,2024-03-25,CUST0058,Retail,Wireless Mouse,Electronics,West,4,35.39,11.94,141.56,93.8
1209,2024-03-25,CUST0050,SMB,Desk Lamp,Furniture,South,5,62.97,24.29,314.85,193.4
1210,2024-03-25,CUST0043,Enterprise,Headset,Electronics,West,3,120.99,54.3,362.97,200.07
1211,2024-03-25,CUST0018,SMB,"Monitor 27""",Electronics,East,3,420.84,221.52,1262.52,597.96
1212,2024-03-26,CUST0020,Enterprise,Laptop Pro,Electronics,North,2,1317.89,801.33,2635.78,1033.12
1213,2024-03-27,CUST0016,SMB,Whiteboard,Stationery,North,1,86.74,40.71,86.74,46.03
1214,2024-03-28,CUST0064,SMB,Laptop Pro,Electronics,West,2,1197.86,800.74,2395.72,794.24
1215,2024-03-28,CUST0055,SMB,USB-C Hub,Electronics,North,1,47.33,18.08,47.33,29.25
1216,2024-03-28,CUST0068,Enterprise,Wireless Mouse,Electronics,East,5,31.58,12.02,157.9,97.8
1217,2024-03-28,CUST0071,Enterprise,Notebook Pack,Stationery,West,1,14.47,3.89,14.47,10.58
1218,2024-03-29,CUST0003,SMB,Headset,Electronics,North,1,119.81,54.15,119.81,65.66
1219,2024-03-29,CUST0075,SMB,Pen Set,Stationery,North,3,9.63,2.92,28.89,20.13
1220,2024-03-29,CUST0023,SMB,Notebook Pack,Stationery,East,3,14.13,4.12,42.39,30.03
1221,2024-03-29,CUST0018,SMB,Notebook Pack,Stationery,North,1,14.29,3.99,14.29,10.3
1222,2024-03-30,CUST0006,SMB,USB-C Hub,Electronics,East,1,47.06,17.89,47.06,29.17
1223,2024-03-30,CUST0005,Retail,"Monitor 27""",Electronics,South,3,405.34,218.11,1216.02,561.69
1224,2024-03-30,CUST0043,Enterprise,Whiteboard,Stationery,West,1,91.13,39.85,91.13,51.28
1225,2024-03-31,CUST0050,SMB,Whiteboard,Stationery,West,1,84.04,40.46,84.04,43.58
1226,2024-03-31,CUST0035,SMB,Standing Desk,Furniture,East,3,658.42,292.42,1975.26,1098.0
1227,2024-03-31,CUST0070,SMB,Notebook Pack,Stationery,East,1,13.07,3.96,13.07,9.11
1228,2024-03-31,CUST0055,SMB,USB-C Hub,Electronics,South,1,47.91,17.94,47.91,29.97
1229,2024-04-01,CUST0008,Enterprise,Pen Set,Stationery,South,1,10.03,2.98,10.03,7.05
1230,2024-04-01,CUST0004,Enterprise,"Monitor 27""",Electronics,East,1,428.56,223.71,428.56,204.85
1231,2024-04-01,CUST0047,Enterprise,Laptop Pro,Electronics,North,1,1355.42,777.55,1355.42,577.87
1232,2024-04-02,CUST0048,SMB,Pen Set,Stationery,West,2,9.3,2.93,18.6,12.74
1233,2024-04-02,CUST0036,SMB,Standing Desk,Furniture,South,1,606.65,304.24,606.65,302.41
1234,2024-04-03,CUST0016,SMB,Notebook Pack,Stationery,West,1,13.35,3.99,13.35,9.36
1235,2024-04-03,CUST0063,SMB,Headset,Electronics,North,1,120.96,53.59,120.96,67.37
1236,2024-04-03,CUST0012,SMB,Wireless Mouse,Electronics,East,3,35.56,12.35,106.68,69.63
1237,2024-04-03,CUST0071,Enterprise,Pen Set,Stationery,East,2,10.36,3.06,20.72,14.6
1238,2024-04-04,CUST0016,SMB,"Monitor 27""",Electronics,South,5,438.85,216.52,2194.25,1111.65
1239,2024-04-04,CUST0074,SMB,Notebook Pack,Stationery,South,1,14.34,4.01,14.34,10.33
1240,2024-04-05,CUST0062,SMB,Laptop Pro,Electronics,South,2,1324.97,815.52,2649.94,1018.9
1241,2024-04-06,CUST0010,Enterprise,Wireless Mouse,Electronics,South,2,34.29,11.89,68.58,44.8
1242,2024-04-07,CUST0065,Retail,Whiteboard,Stationery,North,4,82.52,39.1,330.08,173.68
1243,2024-04-07,CUST0042,Enterprise,Wireless Mouse,Electronics,North,4,32.28,12.32,129.12,79.84
1244,2024-04-08,CUST0071,Enterprise,"Monitor 27""",Electronics,North,1,429.54,221.51,429.54,208.03
1245,2024-04-08,CUST0076,SMB,Wireless Mouse,Electronics,East,4,31.96,12.11,127.84,79.4
1246,2024-04-08,CUST0073,Retail,Pen Set,Stationery,East,1,10.32,2.92,10.32,7.4
1247,2024-04-09,CUST0054,Retail,Pen Set,Stationery,East,2,9.24,3.07,18.48,12.34
1248,2024-04-09,CUST0039,Retail,Notebook Pack,Stationery,East,2,14.34,4.04,28.68,20.6
1249,2024-04-09,CUST0008,Enterprise,USB-C Hub,Electronics,North,1,47.73,17.96,47.73,29.77
1250,2024-04-10,CUST0041,Retail,Notebook Pack,Stationery,South,3,14.45,4.11,43.35,31.02
1251,2024-04-10,CUST0072,Retail,Wireless Mouse,Electronics,South,1,32.35,11.73,32.35,20.62
1252,2024-04-10,CUST0007,Retail,Desk Lamp,Furniture,North,1,63.05,25.17,63.05,37.88
1253,2024-04-11,CUST0042,Enterprise,Headset,Electronics,West,4,130.77,53.98,523.08,307.16
1254,2024-04-11,CUST0060,SMB,Wireless Mouse,Electronics,West,2,32.64,11.66,65.28,41.96
1255,2024-04-12,CUST0028,Enterprise,Notebook Pack,Stationery,West,2,12.97,3.95,25.94,18.04
1256,2024-04-12,CUST0061,Retail,Notebook Pack,Stationery,West,1,12.89,3.91,12.89,8.98
1257,2024-04-12,CUST0047,Enterprise,Wireless Mouse,Electronics,North,3,32.9,11.93,98.7,62.91
1258,2024-04-12,CUST0071,Enterprise,Notebook Pack,Stationery,North,1,13.58,3.99,13.58,9.59
1259,2024-04-13,CUST0079,SMB,"Monitor 27""",Electronics,East,1,449.06,218.6,449.06,230.46
1260,2024-04-13,CUST0047,Enterprise,"Monitor 27""",Electronics,South,3,405.78,220.12,1217.34,556.98
